Gene	Inheritance_model
MIRAS	AD,AR
KIF7	AR
HLS2	AR
ACLS	AR
JBTS12	AR
AGBK	AR
PLIN1	AD
PLIN	AD
FPLD4	AD
MESP2	AR
SCDO2	AR
CIB1	AR
KIP	AR
RECQL3	AR
RECQ2	AR
BLM	AR
BS	AR
MGRISCE1	AR
UNC45A	AR
SMAP1	AR
GCUNC45	AR
OOHE	AR
VPS33B	AR
CHD2	AD
DEE94	AD
NR2F2	AD
TFCOUP2	AD
ARP1	AD
CHTD4	AD
SRXX5	AD
IGF1R	AD,AR
ADAMTS17	AR
WMS4	AR
CERS3	AR
LASS3	AR
ARCI9	AR
LINS1	AR
WINS1	AR
FLJ10583	AR
MRT27	AR
ALDH1A3	AR
ALDH6	AR
MCOP8	AR
CHSY1	AR
KIAA0990	AR
TPBS	AR
DUP16p13.3	AD
C16DUPq13.3	AD
HBHR	AD
MCOPCT1	AD
PKDTS	AD
POLR3K	AR
RPC11	AR
HLD21	AR
NPRL3	AD
CGTHBA	AD
FFEVF3	AD
HBA2	AD
HBH	AD
ECYT7	AD
HBA1	AD
METHBA	AD
CAPN15	AR
SOLH	AR
OGIN	AR
PIGQ	AR
DEE77	AR
STUB1	AD,AR
CHIP	AD,AR
SCAR16	AD,AR
SCA48	AD,AR
CCDC78	AD
C16orf25	AD
CNM4	AD
LMF1	AR
TMEM112	AR
CACNA1H	AD
EIG6	AD
ECA6	AD
HALD4	AD
GNPTAG	AR
PERCC1	AR
ICR	AR
DIAR11	AR
CLCN7	AD,AR
CLC7	AD,AR
OPTA2	AD,AR
OPTB4	AD,AR
HOD	AD,AR
TELO2	AR
TEL2	AR
CLK2	AR
KIAA0683	AR
HCLK2	AR
YHFS	AR
IFT140	AR
KIAA0590	AR
SRTD9	AR
MZSDS	AR
RP80	AR
MAPK8IP3	AD
SYD2	AD
JSAP1	AD
JIP3	AD
NEDBA	AD
MRPS34	AR
MRPS12	AR
COXPD32	AR
IGFALS	AR
ALS	AR
ACLSD	AR
MEIOB	AR
SPGF22	AR
HS3ST6	AD
3OST6	AD
HAE8	AD
RPL3L	AR
CMD2D	AR
NDUFB10	AR
MC1DN35	AR
GFER	AR
ERV1	AR
MPMCD	AR
NTHL1	AR
OCTS3	AR
FAP3	AR
TSC2	AD
PKD1	AD
TRAF7	AD
RFWD1	AD
CAFDADD	AD
ABCA3	AR
ABC3	AR
SMDP3	AR
TBC1D24	AD,AR
KIAA1171	AD,AR
FIME	AD,AR
DEE16	AD,AR
DOORS	AD,AR
DFNB86	AD,AR
DFNA65	AD,AR
EPRPDC	AD,AR
CLDN9	AR
DFNB116	AR
THOC6	AR
FSAP35	AR
BBIS	AR
MEFV	AD,AR
MEF	AD,AR
FMF	AD,AR
PAAND	AD,AR
SLX4	AR
BTBD12	AR
MUS312	AR
KIAA1784	AR
KIAA1987	AR
FANCP	AR
CREBBP	AD
CBP	AD,XL,XR
RSTS1	AD
MKHK1	AD
PAM16	AR
MAGMAS	AR
SMDMDM	AR
SEPT12	AD
SPGF10	AD
ROGDI	AR
KTZS	AR
ALG1	AR
HMAT1	AR
HMT1	AR
CDG1K	AR
ABAT	AR
GABAT	AR
PMM2	AR
CDG1A	AR
USP7	AD
HAUSP	AD
HAFOUS	AD
GRIN2A	AD
NMDAR2A	AD
FESD	AD
LKS	AD
EMP2	AR
NPHS10	AR
CIITA	AR
MHC2TA	AR
C2TA	AR
SOCS1	AD
SSI1	AD
CIS1	AD
CISH1	AD
AISIMD	AD
LITAF	AD
CMT1C	AD
ERCC4	AR
XPF	AR
FANCQ	AR
XFEPS	AR
PARN	AD,AR
DAN	AD,AR
DKCB6	AD,AR
PFBMFT4	AD,AR
NDE1	AR
NUDE	AR
LIS4	AR
MHAC	AR
MYH11	AD,AR
AAT4	AD,AR
FAA4	AD,AR
VSCM2	AD,AR
ABCC1	AD
MRP1	AD
MRP	AD
DFNA77	AD
ABCC6	AD,AR
ARA	AD,AR
ABC34	AD,AR
MLP1	AD,AR
PXE	AD,AR
GACI2	AD,AR
XYLT1	AR
XT1	AR
DBQD2	AR
RPS15A	AD
DBA20	AD
ARL6IP1	AR
KIAA0069	AR
SPG61	AR
COQ7	AR
COQ10D8	AR
UMOD	AD
ADTKD1	AD
ZP2	AR
OOMD6	AR
MRT10	AR
MRT20	AR
CRYM	AD
DFNA40	AD
OTOA	AR
DFNB22	AR
UQCRC2	AR
MC3DN5	AR
SCNN1G	AD,AR
PHA1	AD,AR
BESC3	AD,AR
LDLS2	AD,AR
SCNN1B	AD,AR
BESC1	AD,AR
LIDLS1	AD,AR
COG7	AR
CDG2E	AR
EARS2	AR
KIAA1970	AR
COXPD12	AR
MMVP1	AD
MVP	AD
PMV	AD
TNRC6A	AD
GW182	AD
KIAA1460	AD
FAME6	AD
IL21R	AR
IMD56	AR
KATNIP	AR
KIAA0556	AR
CLN3	AR
BTS	AR
TUFM	AR
EFTU	AR
COXPD4	AR
ATP2A1	AR
SERCA1	AR
CD19	AR
CVID3	AR
LAT	AR
IMD52	AR
KIF22	AD
KNSL4	AD
OBP	AD
SEMDJL2	AD
PRRT2	AD
PKC	AD
DYT10	AD
EKD1	AD
BFIS2	AD
BFIC2	AD
ICCA	AD
ALDOA	AR
GSD12	AR
TBX6	AD,AR
SCDO5	AD,AR
CORO1A	AR
TACO	AR
CLIPINA	AR
IMD8	AR
MYLPF	AD,AR
MRLC2	AD,AR
MYL11	AD,AR
DA1C	AD,AR
SRCAP	AD
SWR1	AD
KIAA0309	AD
FLHS	AD
PHKG2	AR
GSD9C	AR
SETD1A	AD
SET1A	AD
SET1	AD
KIAA0339	AD
EPEDD	AD
NEDSID	AD
HSD3B7	AR
CBAS1	AR
STX1B	AD
GEFSP9	AD
VKORC1	AD
VKOR	AD
VKCFD2	AD
FLJ00289	AD
KAT8	AD
MYST1	AD
MOF	AD
LIGOWS	AD
FUS	AD
TLS	AD
ALS6	AD
ETM4	AD
COX6A2	AR
MC4DN18	AR
ARMC5	AD,SM
AIMAH2	AD,SM
SLC5A2	AD,AR
SGLT2	AD,AR
AA2	AD,AR
DUPC1	AD
WT3	AD
ORC6	AR
ORC6L	AR
GPT2	AR
ALT2	AR
NEDSPM	AR
PHKB	AR
SIAH1	AD
BURHAS	AD
ZNF423	AD,AR
ZFP423	AD,AR
OAZ	AD,AR
KIAA0760	AD,AR
NPHP14	AD,AR
JBTS19	AD,AR
NOD2	AD
CARD15	AD
IBD1	AD
CD	AD
YAOS	AD
BLAUS	AD
CYLD	AD
CDMT	AD
EAC	AD
MFT1	AD
KIAA0849	AD
BRSS	AD
FTDALS8	AD
SALL1	AD
HSAL1	AD
TBS	AD
RPGRIP1L	AR
KIAA1005	AR
JBTS7	AR
MKS5	AR
COACH3	AR
FTO	AR
GDFD	AR
BMIQ14	AR
IRX5	AR
HMMS	AR
MMP2	AR
CLG4A	AR
MONA	AR
CES1	AD
SES1	AD
EKD2	AD
GNAO1	AD
DEE17	AD
NEDIM	AD
BBS2	AR
RP74	AR
NUP93	AR
NIC96	AR
KIAA0095	AR
NPHS12	AR
SLC12A3	AR
NCCT	AR
TSC	AR
CETP	AD
HDLCQ10	AD
RSPRY1	AR
KIAA1972	AR
SEMDFA	AR
ARL2BP	AR
BART	AR
OPA8	AD
COQ9	AR
C16orf49	AR
COQ10D5	AR
ADGRG1	AR
GPR56	AR
TM7XN1	AR
BFPP	AR
BPPR	AR
KATNB1	AR
LIS6	AR
CNGB1	AR
CNCG3L	AR
CNCG2	AR
RP45	AR
USB1	AR
C16orf57	AR
PN	AR
CNOT1	AD
NOT1	AD
HPE12	AD
VIBOS	AD
GOT2	AR
DEE82	AR
CDH11	AR
CAD11	AR
ESWS	AR
BEAN	AD
SCA31	AD
TK2	AR
MTDPS2	AR
PEOB3	AR
SCA4	AD
HSF4	AD
CTM	AD
CTRCT5	AD
NOL3	AD
NOP	AD
MYC	AD
ARC	AD
FCM	AD
MYOCL1	AD
HSD11B2	AR
HSD11K	AR
AME	AR
CTCF	AD
MRD21	AD
CARMIL2	AR
RLTPR	AR
IMD58	AR
ACD	AD,AR
PTOP	AD,AR
PIP1	AD,AR
TINT1	AD,AR
CENPT	AR
SSMGA	AR
PSMB10	AR
MECL1	AR
LMP10	AR
PRAAS5	AR
LCAT	AR
SLC7A6OS	AR
EPM12	AR
PRMT7	AR
KIAA1933	AR
SBIDDS	AR
CDH3	AR
CDHP	AR
PCAD	AR
HJMD	AR
CDH1	AD
UVO	AD
LCAM	AD
ECAD	AD
BCDS1	AD
VPS4A	AD
VPS4	AD
CIMDAG	AD
MIR140	AD
MIRN140	AD
SEDN	AD
AARS1	AD,AR
AARS	AD,AR
CMT2N	AD,AR
DEE29	AD,AR
FCSK	AR
FUK	AR
CDGF2	AR
COG4	AD,AR
COD1	AD,AR,XL,XR
CDG2J	AD,AR
SWILS	AD,AR
VAC14	AR
TAX1BP2	AR
TRX	AR
SNDC	AR
HYDIN	AR
HYDIN1	AR
CILD5	AR
TAT	AR
DHODH	AR
URA1	AR
POADS	AR
DHX38	AR
DDX38	AR
PRP16	AR
RP84	AR
PMFBP1	AR
STAP	AR
SPGF31	AR
RFWD3	AR
FANCW	AR
FA2H	AR
FAAH	AR
FAXDC1	AR
FAH1	AR
SCS7	AR
SPG35	AR
LDHD	AR
DLACD	AR
CHST6	AR
MCDC1	AR
TMEM231	AR
JBTS20	AR
MKS11	AR
KARS1	AR
KARS	AR
CMTRIB	AR
DFNB89	AR
LEPID	AR
DEAPLE	AR
ADAMTS18	AR
MMCAT	AR
WWOX	AR
FOR	AR
SCAR12	AR
DEE28	AR
MAF	AD
CCA4	AD
CTRCT21	AD
AYGRP	AD
GCSH	AR
BCO1	AD
BCMO1	AD
BCDO	AD
GAN	AR
GAN1	AR
PLCG2	AD
FCAS3	AD
APLAID	AD
MLYCD	AR
MCD	AR
SLC38A8	AR
FVH2	AR
MBTPS1	AR
S1P	AR
SEDKF	AR
DNAAF1	AR
LRRC50	AR
ODA7	AR
CILD13	AR
COX4I1	AR
COX4	AR
MC4DN16	AR
IRF8	AD,AR
ICSBP1	AD,AR
IMD32A	AD,AR
IMD32B	AD,AR
FOXF1	AD
FKHL5	AD
ACDMPV	AD
FOXC2	AD
FKHL14	AD
MFH1	AD
FBXO31	AR
FBX31	AR
FBXO14	AR
FBX14	AR
MRT45	AR
JPH3	AD
JP3	AD
HDL2	AD
CA5A	AR
CA5AD	AR
ZNF469	AR
KIAA1858	AR
BCS1	AR
CYBA	AR
CGD4	AR
MVD	AD
MPD	AD
POROK7	AD
CTU2	AR
C16orf84	AR
NCS2	AR
MFRG	AR
PIEZO1	AD,AR
FAM38A	AD,AR
MIB	AD,AR
DHS	AD,AR
LMPHM6	AD,AR
CDT1	AR
APRT	AR
APRTD	AR
GALNS	AR
MPS4A	AR
TRAPPC2L	AR
PERRB	AR
ANKRD11	AD
ANCO1	AD
KBGS	AD
PGN	AD,AR
SPG7	AD,AR
CMAR	AD,AR
CAR	AD,AR
RPL13	AD
BBC1	AD
D16S44E	AD
SEMDIST	AD
CHMP1A	AR
PCOLN3	AR
PRSM1	AR
PCH8	AR
CDK10	AR
PISSLRE	AR
ALSAS	AR
FANCA	AR
FACA	AR
FA1	AR
FA	AR
FAA	AR
TUBB3	AD
TUBB4	AD
CFEOM3A	AD
CDCBM1	AD
GAS8	AR
GAS11	AR
CILD33	AR
CTRCT24	AD
CTAA2	AD
DDD3	AD
MDLS	AD
MDCR	AD
DEL17p13.3	AD
C17DELp13.3	AD
NDNC7	AD
SHFLD3	AD
DUP17p13.3	AD
C17DUPp13.3	AD
VPS53	AR
HCCS1	AR
PCH2E	AR
GEMIN4	AR
NEDMCR	AR
NXN	AR
RRS2	AR
TIMM22	AR
TIM22	AR
COXPD43	AR
BHLHA9	AR
BHLHF42	AR
MSSD	AR
CCSPD	AR
INPP5K	AR
SKIP	AR
MDCCAID	AR
PRPF8	AD
PRPC8	AD
RP13	AD
WDR81	AR
CAMRQ2	AR
HYC3	AR
PLI	AR
SERPINF2	AR
SERPINF1	AR
PEDF	AR
OI6	AR
DPH1	AR
DPH2L1	AR
OVCA1	AR
DEDSSH	AR
PAFAH1B1	AD
LIS1	AD
MRT33	AR
ASPA	AR
TRPV3	AD
OLMS1	AD
FNEPPK2	AD
CTNS	AR
SPNS2	AR
DFNB115	AR
ZMYND15	AR
SPGF14	AR
CHRNE	AD,AR
CMS4A	AD,AR
CMS4B	AD,AR
CMS4C	AD,AR
GP1BA	AD,AR
BSS	AD,AR
BDPLT1	AD,AR
VWDP	AD,AR
BDPLT3	AD,AR
SLC25A11	AD
SLC20A4	AD
OGC	AD
PGL6	AD
ENO3	AR
GSD13	AR
KIF1C	AR
LTXS1	AR
KIAA0706	AR
SPAX2	AR
SLC52A1	AD
GPR172B	AD
GPCR42	AD
PAR2	AD
FLJ10060	AD
RBFVD	AD
NUP88	AR
FADS4	AR
C1QBP	AR
HABP1	AR
COXPD33	AR
NLRP1	AD,AR
NALP1	AD,AR
KIAA0926	AD,AR
DEFCAP	AD,AR
CARD7	AD,AR
VAMAS1	AD,AR
MSPC	AD,AR
AIADK	AD,AR
JRRP	AD,AR
AIPL1	AD,AR
LCA4	AD,AR
PITPNM3	AD
NIR1	AD
CORD5	AD
DEL17p13.1	AD
C17DELp13.1	AD
KIAA0753	AR
OFIP	AR
OFD15	AR
SLC13A5	AR
NACT	AR
DEE25	AR
DLG4	AD
PSD95	AD
SAP90	AD
MRD62	AD
ACADVL	AR
VLCAD	AR
EIF5A	AD
FABAS	AD
CHRNB1	AD,AR
ACHRB	AD,AR
CMS2A	AD,AR
CMS2C	AD,AR
POLR2A	AD
RPOL2	AD
NEDHIB	AD
MPDU1	AR
SL15	AR
CDGIF	AR
TP53	AD
P53	AD
LFS1 	AD
BCC7	AD
BMFS5	AD
WRAP53	AR
TCAB1	AR
WDR79	AR
DKCB3	AR
DNAH2	AR
DNAHC2	AR
SPGF45	AR
KDM6B	AD
JMJD3	AD
KIAA0346	AD
NEDCFSA	AD
CHD3	AD
SNIBCPS	AD
GUCY2D	AD,AR
GUC2D	AD,AR
LCA1	AD,AR
CORD6	AD,AR
RCD2	AD,AR
CACD1	AD,AR
CSNB1I	AD,AR
ALOX12B	AR
ARCI2	AR
ALOXE3	AR
ARCI3	AR
HES7	AR
SCDO4	AR
VAMP2	AD
SYB2	AD
NEDHAHM	AD
TMEM107	AR
MKS13	AR
JBTS29	AR
SNORD118	AR
LCC	AR
CTC1	AR
CRMCC	AR
C17orf68	AR
AAF132	AR
RPL26	AD
DBA11	AD
PIK3R5	AR
p101	AR
NTN1	AD
NTN1L	AD
MRMV4	AD
MYH8	AD
DA7	AD
MYH2	AD,AR
MYPOP	AD,AR
MYH3	AD,AR
DA2A	AD,AR
DA2B3	AD,AR
DA8	AD,AR
CPSFS1A	AD,AR
CPSFS1B	AD,AR
SCO1	AR
SCOD1	AR
MC4DN4	AR
AOMS2	AD
DFNB85	AR
ECTD6	AR
YUHAL	AD
DNAH9	AR
DNAH17L	AR
DNEL1	AR
CILD40	AR
MYOCD	AD
MGBL	AD
ELAC2	AR
HPC2	AR
COXPD17	AR
PMP22	AD,AR
CMT1A	AD,AR
CMT1E	AD,AR
CIDP	AD,AR
TTC19	AR
MC3DN2	AR
PIGL	AR
CHIME	AR
TNFRSF13B	AD,AR
TACI	AD,AR
CVID2	AD,AR
FLCN	AD
RAI1	AD
SMCR	AD
SMS	AD,XL,XR
SREBF1	AD
IFAP2	AD
HMD	AD
ATPAF2	AR
ATP12	AR
MC5DN1	AR
MYO15A	AR
DFNB3	AR
MEIF2	AR
SMCR7	AR
MID49	AR
COXPD49	AR
TOP3A	AR
MGRISCE2	AR
PEOB5	AR
GRAP	AR
DFNB114	AR
B9D1	AR
MKSR1	AR
MKS9	AR
JBTS27	AR
ALDH3A2	AR
ALDH10	AR
SLS	AR
FALDH	AR
DEL17q11.2	AD
C17DELq11.2	AD
DUP17q11.2	AD
C17DUPq11.2	AD
TMEM199	AR
VMA12	AR
VPH2	AR
C17orf32	AR
CDG2P	AR
SLC46A1	AR
HCP1	AR
PCFT	AR
FOXN1	AR
WHN	AR
TIDAND	AR
TLIND	AR
UNC119	AD
HRG4	AD
IMD13	AD
PIGS	AR
GPIBD18	AR
DEE95	AR
NEK8	AR
JCK	AR
NPHP9	AR
RHPD2	AR
ERAL1	AR
ERAL1A	AR
ERAL1B	AR
PRLTS6	AR
CRYBA1	AD
CRYB1	AD
CTRCT10	AD
NF1	AD,SM
VRNF	AD,SM
NFNS	AD,SM
SUZ12	AD
JJAZ1	AD
KIAA0160	AD
IMMAS	AD
TMEM98	AD
NNO4	AD
DEL17q12	AD
C17DELq12	AD
DUP17q12	AD
C17DUPq12	AD
WT4	AD
TMEM132E	AR
DFNB99	AR
UNC45B	AD,AR
SMUNC45	AD,AR
CTRCT43	AD,AR
MFM11	AD,AR
SLFN14	AD
BDPLT20	AD
PEX12	AR
PBD3A	AR
GAS2L2	AR
GAR17	AR
CILD41	AR
ZNHIT3	AR
TRIP3	AR
PEHO	AR
PIGW	AR
HPMRS5	AR
ACACA	AR
ACAC	AR
ACC1	AR
ACACAD	AR
HNF1B	AD
TCF2	AD
HNF2	AD
RCAD	AD
T2D	AD
ADTKD3	AD
GPR179	AR
GPR158L	AR
GPR158L1	AR
CSNB1E	AR
PCGF2	AD
RNF110	AD
ZNF144	AD
MEL18	AD
TPFS	AD
NEUROD2	AD
DEE72	AD
TCAP	AD,AR
LGMDR7	AD,AR
CMH25	AD,AR
PGAP3	AR
PERLD1	AR
CAB2	AR
MGC9753	AR
HPMRS4	AR
MYP5	AD
PTLAH	AD
FPAH	AD
THRA	AD
ERBA1	AD
THRA1	AD
CHNG6	AD
CDC6	AR
CDC18L	AR
MGORS5	AR
SMARCE1	AD
BAF57	AD
CSS5	AD
KRT25	AR
K25	AR
KRT24IRS1	AR
ARWH3	AR
KRT10	AD,AR
BCIE	AD,AR
BIE	AD,AR
KRT12	AD
MECD1	AD
KRT13	AD
WSN2	AD
KRT9	AD
KRT14	AD,AR
KRT16	AD
FNEPPK	AD
KRT17	AD
PC2	AD
PCHC1	AD
JUP	AD,AR
DP3	AD,AR
PDGB	AD,AR
ARVD12	AD,AR
FKBP10	AR
FKBP65	AR
OI11	AR
BRKS1	AR
KLHL10	AD
SPGF11	AD
TTC25	AR
CILD35	AR
CNP	AR
CNP1	AR
HLD20	AR
HCRT	AD
OX	AD
NRCLP1	AD
STAT5B	AD,AR
GHISID2	AD,AR
STAT3	AD
APRF	AD
HIES	AD
ADMIO1	AD
CAVIN1	AR
PTRF	AR
NAGLU	AD,AR
MPS3B	AD,AR
CMT2V	AD,AR
COASY	AR
NBIA6	AR
PCH12	AR
PSMC3IP	AR
TBPIP	AR
GT198	AR
HOP2	AR
ODG3	AR
TUBG1	AD
CDCBM4	AD
CNTNAP1	AR
CASPR	AR
P190	AR
CHN3	AR
WNK4	AD
PRKWNK4	AD
PHA2B	AD
COA3	AR
CCDC56	AR
MC4DN14	AR
MRT35	AR
VBCH	AD,AR
G6PC	AR
G6PT	AR
RPL27	AD
DBA16	AD
BRCA1	AR
PSCP	AR
BROVCA1	AR
PNCA4	AR
FANCS	AR
MEOX1	AR
MOX1	AR
KFS2	AR
SOST	AD,AR
CDD	AD,AR
SOST1	AD,AR
NAGS	AR
G6PC3	AR
UGRP	AR
SCN4	AR
UBTF	AD
UBF	AD
CONDBA	AD
SLC4A1	AD,AR
AE1	AD,AR
EPB3	AD,AR
SPH4	AD,AR
SAO	AD,AR
CHC	AD,AR
GRN	AD,AR
CLN11	AD,AR
ITGA2B	AD,AR
GP2B	AD,AR
CD41B	AD,AR
BDPLT2	AD,AR
BDPLT16	AD,AR
FZD2	AD
OMOD2	AD
EFTUD2	AD
KIAA0031	AD
MFDGA	AD
CCDC103	AR
SMH	AR
PR46B	AR
CILD17	AR
GFAP	AD
ALXDRD	AD
PLEKHM1	AD,AR
AP162	AD,AR
KIAA0356	AD,AR
OPTB6	AD,AR
OPTA3	AD,AR
MAPT	AD,AR
MTBT1	AD,AR
DDPAC	AD,AR
MSTD	AD,AR
KANSL1	AD
KIAA1267	AD
MSL1V1	AD
KDVS	AD
NSF	AD
DEE96	AD
WNT3	AR
INT4	AR
TETAMS	AR
GOSR2	AR
GS27	AR
EPM6	AR
MYL4	AD
TBX21	AR
TBET	AR
PNPO	AR
HOXB1	AR
HOX2I	AR
HCFP3	AR
SPOP	AD
NSDVS1	AD
NSDVS2	AD
DLX4	AD
DLX7	AD
DLX8	AD
OFC15	AD
DLX3	AD
TDO	AD
AI4	AD
ITGA3	AR
CD49C	AR
GAPB3	AR
ILNEB	AR
SGCA	AR
ADL	AR
DAG2	AR
LGMDR3	AR
COL1A1	AD
OI1	AD
OI2	AD
OI3	AD
OI4	AD
EDSARTH1	AD
CAFYD	AD
XYLT2	AR
XT2	AR
SOS	AR
CACNA1G	AD
SCA42	AD
SCA42ND	AD
NOG	AD
SYM1	AD
SYNS1A	AD
DGKE	AR
NPHS7	AR
AHUS7	AR
MRPS23	AR
COXPD46	AR
MKS1	AR
MKS	AR
BBS13	AR
JBTS28	AR
MPO	AR
RNF43	AD
RNF124	AD
SSPCS	AD
TEX14	AR
SPGF23	AR
RAD51C	AR
FANCO	AR
BROVCA3	AR
TRIM37	AR
MUL	AR
KIAA0898	AR
SMG8	AR
C17orf71	AR
ALKUS	AR
DUP17q23.1q23.2	AD
C17DUPq23.1q23.2	AD
CLTC	AD
MRD56	AD
PTRH2	AR
BIT1	AR
IMNEPD	AR
RP17	AD
PPM1D	AD
WIP1	AD
JDVS	AD
TBX2	AD
VETD	AD
TBX4	AD,AR
ICPPS	AD,AR
PAPPAS	AD,AR
MED13	AD
THRAP1	AD
TRAP240	AD
MRD61	AD
TLK2	AD
MRD57	AD
TANC2	AD
KIAA1636	AD
IDDALDS	AD
CYB561	AR
ORTHYP2	AR
ACE	AR
DCP1	AR
ACE1	AR
MVCD3	AR
TACO1	AR
CCDC44	AR
MC4DN8	AR
STRADA	AR
STRAD	AR
LYK5	AR
CCDC47	AR
THNS	AR
SMARCD2	AR
BAF60B	AR
SGD2	AR
GH1	AD,AR
GHN	AD,AR
IGHD1A	AD,AR
IGHD1B	AD,AR
IGHD2	AD,AR
CD79B	AR
IGB	AR
B29	AR
AGM6	AR
SCN4A	AD,AR
HYPP	AD,AR
NAC1A	AD,AR
HOKPP2	AD,AR
CMS16	AD,AR
POLG2	AD,AR
POLGB	AD,AR
PEOA4	AD,AR
MTDPS16	AD,AR
CTRCT7	AD
CCA1	AD
SRXY10	AD
AXIN2	AD
ODCRCS	AD
CEP112	AR
CCDC46	AR
MACOCO	AR
SPGF44	AR
HTGH	AR
DEL17q24	AR
PSMD12	AD
P55	AD
STISS	AD
BPTF	AD
FALZ	AD
FAC1	AD
NURF301	AD
NEDDFL	AD
ARSG	AR
KIAA1001	AR
USH4	AR
PRKAR1A	AD
TSE1	AD
CNC1	AD
PPNAD1	AD
ACRDYS1	AD
FAM20A	AR
AIGFS	AR
AI1G	AR
PRBNS	AR
SRXX2	AD
DUP17q24.3	AD
ABCA5	AR
KIAA1888	AR
HTC3	AR
KCNJ2	AD
HHIRK1	AD
KIR2.1	AD
IRK1	AD
LQT7	AD
SQT3	AD
ATFB9	AD
SOX9	AD
CMD1	AD
SRA1	AD
NDNC9	AR
COG1	AR
LDLB	AR
KIAA1381	AR
CDG2G	AR
DNAI2	AR
CILD9	AR
SLC9A3R1	AD
EBP50	AD
NHERF1	AD
NPHLOP2	AD
FDXR	AR
ADXR	AR
ANOA	AR
USH1G	AR
SANS	AR
NUP85	AR
PCNT1	AR
PCNT	AR
NPHS17	AR
MRPS7	AR
COXPD34	AR
SLC25A19	AR
DNC	AR
MUP1	AR
MCPHA	AR
THMD3	AR
THMD4	AR
TMEM94	AR
KIAA0195	AR
IDDCDF	AR
TSEN54	AR
SEN54	AR
PCH2A	AR
PCH4	AR
PCH5	AR
ITGB4	AD,AR
GALK1	AR
UNC13D	AR
MUNC13-4	AR
HPLH3	AR
HLH3	AR
FHL3	AR
WBP2	AR
DFNB107	AR
ACOX1	AD,AR
ACOX	AD,AR
SCOX	AD,AR
MITCH	AD,AR
FOXJ1	AD
FKHL13	AD
HFH4	AD
CILD43	AD
QRICH2	AR
SPGF35	AR
RHBDF2	AD
IRHOM2	AD
TOC	AD
METTL23	AR
C17orf95	AR
MRT44	AR
SEPT9	AD
MSF1	AD
NAPB	AD
TMC6	AR
EVER1	AR
EV1	AR
TMC8	AR
EVER2	AR
EV2	AR
DNAH17	AR
DNEL2	AR
SPGF39	AR
CANT1	AR
DBQD1	AR
EDM7	AR
CBX2	AR
SRXY5	AR
CCDC40	AR
KIAA1640	AR
GAA	AR
EIF4A3	AR
DDX48	AR
MUK34	AR
NMP265	AR
KIAA0111	AR
RCPS	AR
CARD14	AD
CARMA2	AD
BIMP2	AD
PSORS2	AD
PRP	AD
SGSH	AR
MPS3A	AR
SFMD	AR
NDUFAF8	AR
C17orf89	AR
MC1DN34	AR
ACTG1	AD
DFNA20	AD
DFNA26	AD
BRWS2	AD
PDE6G	AR
PDEG	AR
RP57	AR
MRPL12	AR
RPML12	AR
SLC25A10	AR
DIC	AR
MTDPS19	AR
GCGR	AR
MVAH	AR
P4HB	AD
PROHB	AD
CLCRP1	AD
ARHGDIA	AR
GDIA1	AR
NPHS8	AR
PCYT2	AR
ET	AR
SPG82	AR
PYCR1	AR
PRO3	AR
ARCL2B	AR
ARCL3B	AR
RAC3	AD
CSNK1D	AD
ASPS	AD
FASPS2	AD
CYBC1	AR
EROS	AR
C17orf62	AR
CGD5	AR
WDR45B	AR
WIPI3	AR
WDR45L	AR
NEDSBAS	AR
TBCD	AR
PEBAT	AR
DEL18p	AD
C18DELp	AD
DFNB46	AR
DYT15	AD
DYT7	AD
MRT19	AR
POROK6	AD
DSAP4	AD
SMCHD1	AD
KIAA0650	AD
BAMS	AD
MYP2	AD
TGIF1	AD
HPE4	AD
LAMA1	AR
PTBHS	AR
ANIC	AD
FEB6	AD
NDUFV2	AR
MC1DN7	AR
APCDD1	AD
HYPT1	AD
HTS	AD
PIEZO2	AD,AR
FAM38B	AD,AR
DA5	AD,AR
DA3	AD,AR
MWKS	AD,AR
DAIPT	AD,AR
GNAL	AD
DYT25	AD
TUBB6	AD
FPVEPD	AD
AFG3L2	AD,AR
SCA28	AD,AR
SPAX5	AD,AR
OPA12	AD,AR
PSMG2	AR
TNFSF5IP1	AR
HCCA3	AR
CLAST3	AR
PAC2	AR
PRAAS4	AR
MC2R	AR
DEL18q	AD
OHDS	AD
GREB1L	AD
C18orf6	AD
KIAA1772	AD
RHDA3	AD
DFNA80	AD
APMR3	AR
MIB1	AD
DIP1	AD
KIAA1323	AD
LVNC7	AD
GATA6	AD
AVSD5	AD
ASD9	AD
PACHD	AD
RBBP8	AR
SCKL2	AR
JWDS	AR
NPC1	AR
NPC	AR
LOCS	AR
TAF4B	AR
TAF2C2	AR
TAFII105	AR
SPGF13	AR
KCTD1	AD
SENS	AD
CDH2	AD
NCAD	AD
ARVD14	AD
ACOGS	AD
DSC3	AD,AR
DSC4	AR
DSC2	AD,AR
ARVD11	AD,AR
DSG1	AD,AR
PPKS1	AD,AR
SPPK1	AD,AR
EPKHE	AD,AR
DSG4	AR
LAH	AR
HYPT6	AR
DSG3	AR
ABOLM	AR
DSG2	AD
ARVD10	AD
ARVC10	AD
CMD1BB	AD
TTR	AD
PALB	AD
RNF125	AD
TRAC1	AD
TNORS	AD
ASXL3	AD
KIAA1713	AD
BRPS	AD
DTNA	AD
D18S892E	AD
DRP3	AD
LVNC1	AD
MAPRE2	AD
EB2	AD
CSCSC2	AD
ELP2	AR
